year,i,j,n_j,n_p,t_p,t_c,first_name,family_name,gender
2013,GROJEAN OLIVIER,2013_ST53,17,2,4,3,OLIVIER,GROJEAN,m
2013,GROJEAN OLIVIER,2013_AD4,12,2,4,3,OLIVIER,GROJEAN,m
2013,GROOM JOHN,2013_MPP1,6,1,1,1,JOHN,GROOM,m
2013,GROSSMAN EMILIANO,2013_ST6,19,2,5,2,EMILIANO,GROSSMAN,m
2013,GROSSMAN EMILIANO,2013_ST23,18,2,5,2,EMILIANO,GROSSMAN,m
2013,GUERARD DE LATOUR SOPHIE,2013_ST65,9,1,2,2,SOPHIE,GUERARD DE LATOUR,f
2013,GUERRIN JOANA,2013_ST18,9,1,2,2,JOANA,GUERRIN,f
2013,GUEYDIER PIERRE,2013_ST50,16,1,1,1,PIERRE,GUEYDIER,m
2013,GUICHAOUA YVAN,2013_ST53,17,1,1,1,YVAN,GUICHAOUA,m
2013,GUILBAUD AURIANE,2013_ST66,11,1,4,3,AURIANE,GUILBAUD,f
2013,GUILLARME BERTRAND,2013_MTED3,2,1,1,1,BERTRAND,GUILLARME,m
2013,GUILLAUME MARINE,2013_ST47,14,1,2,2,MARINE,GUILLAUME,f
2013,GUINAUDEAU ISABELLE,2013_ST7,22,1,5,4,ISABELLE,GUINAUDEAU,f
2013,GUIRAUDON VIRGINIE,2013_ST6,19,1,1,1,VIRGINIE,GUIRAUDON,f
2013,GUITTET EMMANUEL PIERRE,2013_ST52,22,1,1,1,PIERRE,GUITTET EMMANUEL,m
2013,GUL VOLKA,2013_ST31,14,1,1,1,VOLKA,GUL,m
2013,GURRUCHAGA MARION,2013_ST4,16,1,1,1,MARION,GURRUCHAGA,f
2013,GUZHVA OLGA,2013_ST41,39,1,2,2,OLGA,GUZHVA,f
2013,HACHIMI ALAOUI MYRIAM,2013_ST63,13,1,1,1,MYRIAM,HACHIMI ALAOUI,f
2013,HADJIISKY MAGDALENA,2013_ST44,8,1,3,3,MAGDALENA,HADJIISKY,f
2013,HAFFAF OMAR,2013_ST24,27,1,2,2,OMAR,HAFFAF,m
2013,HAGMANN JONAS,2013_ST52,22,1,1,1,JONAS,HAGMANN,m
2013,HALPERN CHARLOTTE,2013_ST6,19,2,11,5,CHARLOTTE,HALPERN,f
2013,HALPERN CHARLOTTE,2013_ST7,22,2,11,5,CHARLOTTE,HALPERN,f
2013,HAMIDI CAMILLE,2013_ST11,22,1,5,3,CAMILLE,HAMIDI,f
2013,HAMZAOUI OUASSIM,2013_ST55,11,1,5,3,OUASSIM,HAMZAOUI,m
2013,HARDY MEDE MOHAMMED,2013_ST39,6,1,1,1,MOHAMMED,HARDY MEDE,m
2013,HARTEMANN ALINE,2013_ST14,17,2,2,1,ALINE,HARTEMANN,f
2013,HARTEMANN ALINE,2013_ST43,17,2,2,1,ALINE,HARTEMANN,f
2013,HASSABO CHAYMAA,2013_ST53,17,2,2,1,CHAYMAA,HASSABO,f
2013,HASSABO CHAYMAA,2013_AD3,7,2,2,1,CHAYMAA,HASSABO,f
2013,HASSENTEUFEL PATRICK,2013_ST15,10,3,10,5,PATRICK,HASSENTEUFEL,m
2013,HASSENTEUFEL PATRICK,2013_ST37,18,3,10,5,PATRICK,HASSENTEUFEL,m
2013,HASSENTEUFEL PATRICK,2013_ST40,9,3,10,5,PATRICK,HASSENTEUFEL,m
2013,HAUCHECORNE MATHIEU,2013_ST25,14,2,5,4,MATHIEU,HAUCHECORNE,m
2013,HAUCHECORNE MATHIEU,2013_ST60,8,2,5,4,MATHIEU,HAUCHECORNE,m
2013,HAURAY BORIS,2013_ST21,14,1,3,3,BORIS,HAURAY,m
2013,HAYAT SAMUEL,2013_ST31,14,1,5,5,SAMUEL,HAYAT,m
2013,HEBERT EMMANUELLE,2013_ST43,17,1,1,1,EMMANUELLE,HEBERT,f
2013,HENRY EMMANUEL,2013_ST17,11,2,6,4,EMMANUEL,HENRY,m
2013,HENRY EMMANUEL,2013_ST42,25,2,6,4,EMMANUEL,HENRY,m
2013,HERMAN LISA,2013_ST31,14,1,1,1,LISA,HERMAN,f
2013,HERVIER LOUISE,2013_ST8,12,1,1,1,LOUISE,HERVIER,f
2013,HEURTAUX JEROME,2013_MPP4,2,1,5,4,JEROME,HEURTAUX,m
2013,HIRSCH YAEL,2013_ST64,13,1,1,1,YAEL,HIRSCH,f
2013,HIVERT GILDAS,2013_ST24,27,1,1,1,GILDAS,HIVERT,m
2013,HIVERT JOSEPH,2013_ST35,13,1,2,2,JOSEPH,HIVERT,m
2013,HOBEIKA ALEXANDRE,2013_MPP5,3,1,3,3,ALEXANDRE,HOBEIKA,m
2013,HOEFFLER CATHERINE,2013_ST1,13,1,3,3,CATHERINE,HOEFFLER,f
2013,HOFMANN ELISABETH,2013_ST46,13,1,1,1,ELISABETH,HOFMANN,f
2013,HOFNUNG MENACHEM,2013_ST41,39,1,1,1,MENACHEM,HOFNUNG,m
2013,HOLEINDRE JEAN VINCENT,2013_ST66,11,1,7,5,JEAN VINCENT,HOLEINDRE,m
2013,HOURCADE RENAUD,2013_ST11,22,1,6,5,RENAUD,HOURCADE,m
2013,HRABANSKI MARIE,2013_ST18,9,2,5,3,MARIE,HRABANSKI,f
2013,HRABANSKI MARIE,2013_ST20,18,2,5,3,MARIE,HRABANSKI,f
2013,HU GREGORY,2013_ST30,23,1,6,4,GREGORY,HU,m
2013,HUBE NICOLAS,2013_ST33,26,1,4,3,NICOLAS,HUBE,m
2013,HUNSMANN MORITZ,2013_ST42,25,1,1,1,MORITZ,HUNSMANN,m
2013,HUYSMANS JEF,2013_ST52,22,1,2,2,JEF,HUYSMANS,m
2013,IGOUNET VALERIE,2013_ST27,21,1,1,1,VALERIE,IGOUNET,f
2013,INENAGA YUSUKE,2013_ST61,7,1,1,1,YUSUKE,INENAGA,m
2013,INVERNIZZI ACCETTI CARLO,2013_ST64,13,1,2,2,CARLO,INVERNIZZI ACCETTI,m
2013,ITCAINA XABIER,2013_ST9,14,1,3,3,XABIER,ITCAINA,m
2013,IVALDI GILLES,2013_ST27,21,1,1,1,GILLES,IVALDI,m
2013,JABER ASMAA,2013_ST35,13,1,1,1,ASMAA,JABER,f
2013,JACQUOT SOPHIE,2013_ST7,22,1,5,3,SOPHIE,JACQUOT,f
2013,JADOT ANNE,2013_ST28,15,2,8,4,ANNE,JADOT,f
2013,JADOT ANNE,2013_MTED1,24,2,8,4,ANNE,JADOT,f
2013,JARDIN ANTOINE,2013_ST6,19,1,4,3,ANTOINE,JARDIN,m
2013,JARMAN HOLLY,2013_ST15,10,1,1,1,HOLLY,JARMAN,f
2013,JAUNAIT ALEXANDRE,2013_ST33,26,1,3,3,ALEXANDRE,JAUNAIT,m
2013,JEANDESBOZ JULIEN,2013_ST52,22,1,1,1,JULIEN,JEANDESBOZ,m
2013,JEANGENE VILMER JEAN BAPTISTE,2013_ST51,17,1,2,2,JEAN BAPTISTE,JEANGENE VILMER,m
2013,JEANPIERRE LAURENT,2013_ST34,9,1,4,3,LAURENT,JEANPIERRE,m
2013,JENDOUBI AHMED,2013_ST1,13,1,1,1,AHMED,JENDOUBI,m
2013,JEROME VANESSA,2013_ST24,27,2,6,3,VANESSA,JEROME,f
2013,JEROME VANESSA,2013_ST33,26,2,6,3,VANESSA,JEROME,f
2013,JOUANNEAU SOLENNE,2013_ST59,7,1,3,3,SOLENNE,JOUANNEAU,f
2013,JOUNIN NICOLAS,2013_ST11,22,1,1,1,NICOLAS,JOUNIN,m
2013,JUILLET LUC,2013_ST41,39,1,2,2,LUC,JUILLET,m
2013,JULLIARD EMILIEN,2013_AD2,2,1,2,2,EMILIEN,JULLIARD,m
2013,JUTERSONKE OLIVER,2013_MPP1,6,1,1,1,OLIVER,JUTERSONKE,m
2013,KACIAF NICOLAS,2013_ST36,9,2,9,4,NICOLAS,KACIAF,m
2013,KACIAF NICOLAS,2013_MPP4,2,2,9,4,NICOLAS,KACIAF,m
2013,KARILA PIERRE,2013_ST2,16,1,1,1,PIERRE,KARILA,m
2013,KAYO SIKOMBE ANDRE,2013_ST9,14,1,1,1,ANDRE,KAYO SIKOMBE,m
2013,KELLNER THIERRY,2013_ST49,14,1,1,1,THIERRY,KELLNER,m
2013,KERGOMARD ZOE,2013_ST24,27,1,1,1,ZOE,KERGOMARD,f
2013,KLEIN ASMARA,2013_ST45,12,1,2,2,ASMARA,KLEIN,f
2013,KNUDSEN ANN CHRISTINA,2013_ST56,6,1,1,1,CHRISTINA,KNUDSEN ANN,f
2013,KOEBEL MICHEL,2013_ST36,9,1,2,2,MICHEL,KOEBEL,m
2013,KRZATALA EWA,2013_ST7,22,1,1,1,EWA,KRZATALA,f
2013,LABOURET SIMON,2013_ST26,19,1,1,1,SIMON,LABOURET,m
2013,LACOMBE DELPHINE,2013_ST46,13,1,1,1,DELPHINE,LACOMBE,f
2013,LACROIX BERNARD,2013_ST52,22,1,2,2,BERNARD,LACROIX,m
2013,LACROIX JUSTINE,2013_ST65,9,1,2,2,JUSTINE,LACROIX,f
2013,LAGNEAU ERIC,2013_ST24,27,1,1,1,ERIC,LAGNEAU,m
2013,LAGRANGE DELPHINE,2013_ST45,12,1,1,1,DELPHINE,LAGRANGE,f
2013,LAHIRE BERNARD,2013_ST2,16,1,1,1,BERNARD,LAHIRE,m
2013,LAIR ERIC,2013_ST53,17,1,2,2,ERIC,LAIR,m
2013,LAMBELET ALEXANDRE,2013_ST8,12,2,4,3,ALEXANDRE,LAMBELET,m
2013,LAMBELET ALEXANDRE,2013_ST19,15,2,4,3,ALEXANDRE,LAMBELET,m
2013,LAMY JEROME,2013_ST20,18,1,2,2,JEROME,LAMY,m
2013,LANCELEVEE CAMILLE,2013_ST5,17,1,3,3,CAMILLE,LANCELEVEE,f
2013,LANDRIN XAVIER,2013_ST60,8,1,4,3,XAVIER,LANDRIN,m
2013,LANTIN MICKAELE,2013_ST5,17,1,1,1,MICKAELE,LANTIN,f
2013,LAPLANCHE SOLINE,2013_ST11,22,1,4,4,SOLINE,LAPLANCHE,f
2013,LARAT FABRICE,2013_ST56,6,1,3,3,FABRICE,LARAT,m
2013,LARDEUX LAURENT,2013_ST11,22,1,1,1,LAURENT,LARDEUX,m
2013,LASCOUMES PIERRE,2013_ST17,11,1,4,3,PIERRE,LASCOUMES,m
2013,LATTE STEPHANE,2013_ST33,26,1,3,3,STEPHANE,LATTE,m
2013,LAURENS SYLVAIN,2013_ST2,16,2,3,2,SYLVAIN,LAURENS,m
2013,LAURENS SYLVAIN,2013_ST10,13,2,3,2,SYLVAIN,LAURENS,m
2013,LAURENT ANNIE,2013_ST28,15,2,4,2,ANNIE,LAURENT,f
2013,LAURENT ANNIE,2013_MTED1,24,2,4,2,ANNIE,LAURENT,f
2013,LAURENT BRICE,2013_ST16,19,1,3,3,BRICE,LAURENT,m
2013,LAURENT MATHIEU,2013_ST57,10,1,1,1,MATHIEU,LAURENT,m
2013,LAVOIE KEVIN,2013_ST32,8,1,1,1,KEVIN,LAVOIE,m
2013,LAWSON DENIS,2013_ST51,17,1,1,1,DENIS,LAWSON,m
2013,LE BART CHRISTIAN,2013_ST38,10,1,3,3,CHRISTIAN,LE BART,m
2013,LE BERRE SYLVAIN,2013_ST13,9,1,2,2,SYLVAIN,LE BERRE,m
2013,LE BOURHIS JEAN PIERRE,2013_ST13,9,1,7,4,JEAN PIERRE,LE BOURHIS,m
2013,LE BRETON FALEZAN ISABELLE,2013_ST47,14,1,1,1,ISABELLE,LE BRETON FALEZAN,f
2013,LE CAPITAINE CATHERINE,2013_ST30,23,1,1,1,CATHERINE,LE CAPITAINE,f
2013,LE DIGOL CHRISTOPHE,2013_ST39,6,1,4,3,CHRISTOPHE,LE DIGOL,m
2013,LE GRIGNOU BRIGITTE,2013_ST24,27,1,1,1,BRIGITTE,LE GRIGNOU,f
2013,LE LANN YANN,2013_ST16,19,1,1,1,YANN,LE LANN,m
2013,LE MAT AURORE,2013_ST33,26,1,1,1,AURORE,LE MAT,f
2013,LE SI NAM NAM,2013_ST24,27,1,1,1,NAM,LE SI  NAM,m
2013,LEBARON FREDERIC,2013_ST16,19,1,2,2,FREDERIC,LEBARON,m
2013,LEBOURG NICOLAS,2013_ST27,21,1,1,1,NICOLAS,LEBOURG,m
2013,LEBOYER OLIVIA,2013_ST51,17,1,3,3,OLIVIA,LEBOYER,f
2013,LEBROU VINCENT,2013_ST4,16,1,4,3,VINCENT,LEBROU,m
2013,LECA JEAN,2013_ST40,9,1,7,3,JEAN,LECA,m
2013,LECOMTE ROMAIN,2013_AD3,7,1,1,1,ROMAIN,LECOMTE,m
2013,LECUYER LAUREN,2013_ST40,9,1,1,1,LAUREN,LECUYER,f
2013,LEDOUX CLEMENCE,2013_ST6,19,2,6,4,CLEMENCE,LEDOUX,f
2013,LEDOUX CLEMENCE,2013_ST8,12,2,6,4,CLEMENCE,LEDOUX,f
2013,LEFEBVRE REMI,2013_ST10,13,3,9,4,REMI,LEFEBVRE,m
2013,LEFEBVRE REMI,2013_ST28,15,3,9,4,REMI,LEFEBVRE,m
2013,LEFEBVRE REMI,2013_ST30,23,3,9,4,REMI,LEFEBVRE,m
2013,LEFEUVRE SONIA,2013_ST21,14,1,1,1,SONIA,LEFEUVRE,f
2013,LEFRANC SANDRINE,2013_ST44,8,2,8,4,SANDRINE,LEFRANC,f
2013,LEFRANC SANDRINE,2013_ST50,16,2,8,4,SANDRINE,LEFRANC,f
2013,LEGER REMI,2013_ST14,17,1,1,1,REMI,LEGER,m
2013,LEGRIS MARTINE,2013_ST21,14,1,2,2,MARTINE,LEGRIS,f
2013,LEGUIL JEAN FRANCOIS,2013_ST55,11,1,1,1,JEAN FRANCOIS,LEGUIL,m
2013,LEHINGUE PATRICK,2013_MTED1,24,1,6,5,PATRICK,LEHINGUE,m
2013,LEJEUNE AUDE,2013_ST50,16,1,1,1,AUDE,LEJEUNE,f
2013,LEJEUNE CAROLINE,2013_ST62,11,1,1,1,CAROLINE,LEJEUNE,f
2013,LEMERCIER CLAIRE,2013_ST34,9,1,2,2,CLAIRE,LEMERCIER,f
2013,LEMERCIER ELISE,2013_ST11,22,1,1,1,ELISE,LEMERCIER,f
2013,LEMOINE BENJAMIN,2013_ST16,19,1,7,4,BENJAMIN,LEMOINE,m
2013,LENDARO ANALISA,2013_ST42,25,2,2,1,ANALISA,LENDARO,f
2013,LENDARO ANALISA,2013_ST65,9,2,2,1,ANALISA,LENDARO,f
2013,LEON THOMAS,2013_ST62,11,1,1,1,THOMAS,LEON,m
2013,LEONARD ERIC,2013_ST12,10,1,1,1,ERIC,LEONARD,m
2013,LEPONT ULRIKE,2013_ST1,13,1,4,3,ULRIKE,LEPONT,f
2013,LEROUX PIERRE,2013_ST38,10,1,1,1,PIERRE,LEROUX,m
2013,LEROY MARC,2013_ST8,12,1,1,1,MARC,LEROY,m
2013,LEVEQUE SANDRINE,2013_ST33,26,1,4,4,SANDRINE,LEVEQUE,f
2013,LEVER ANNABELLE,2013_ST66,11,1,1,1,ANNABELLE,LEVER,f
2013,LEVESQUE JULIEN,2013_ST25,14,1,1,1,JULIEN,LEVESQUE,m
2013,LHENRY SOPHIE,2013_ST46,13,1,1,1,SOPHIE,LHENRY,f
2013,LICKERT VICTORIA,2013_ST50,16,1,2,2,VICTORIA,LICKERT,f
2013,LIGNIER WILFRIED,2013_ST35,13,1,2,2,WILFRIED,LIGNIER,m
2013,LIMA JULIANA,2013_ST36,9,2,3,2,JULIANA,LIMA,f
2013,LIMA JULIANA,2013_ST50,16,2,3,2,JULIANA,LIMA,f
2013,LINDEMANN THOMAS,2013_ST51,17,2,7,4,THOMAS,LINDEMANN,m
2013,LINDEMANN THOMAS,2013_AD4,12,2,7,4,THOMAS,LINDEMANN,m
2013,LLOBET AURELIE,2013_ST30,23,1,2,2,AURELIE,LLOBET,f
2013,LOISEL SEBASTIEN,2013_ST54,8,1,1,1,SEBASTIEN,LOISEL,m
2013,LOLOUM TRISTAN,2013_ST12,10,1,1,1,TRISTAN,LOLOUM,m
2013,LOMBARDO EMANUELA,2013_ST31,14,1,1,1,EMANUELA,LOMBARDO,f
2013,AMADO LONTZI,2013_ST9,14,2,2,1,LONTZI,AMADO,m
2013,LOUIS MARIEKE,2013_ST45,12,1,2,2,MARIEKE,LOUIS,f
2013,LOVELUCK BENJAMIN,2013_ST66,11,1,2,2,BENJAMIN,LOVELUCK,m
2013,LOVETT JOHN,2013_ST23,18,1,1,1,JOHN,LOVETT,m
2013,MAERTENS LUCILE,2013_ST18,9,2,4,3,LUCILE,MAERTENS,f
2013,MAERTENS LUCILE,2013_ST47,14,2,4,3,LUCILE,MAERTENS,f
2013,MAGNI RAUL,2013_ST23,18,1,4,3,RAUL,MAGNI,m
2013,MAILLET ANTOINE,2013_ST16,19,1,3,3,ANTOINE,MAILLET,m
2013,MAINSANT GWENAELLE,2013_ST5,17,1,5,5,GWENAELLE,MAINSANT,f
2013,MAISETTI NICOLAS,2013_ST19,15,2,6,3,NICOLAS,MAISETTI,m
2013,MAISETTI NICOLAS,2013_MPP2,10,2,6,3,NICOLAS,MAISETTI,m
2013,MAKKI SAMI,2013_ST54,8,1,1,1,SAMI,MAKKI,m
2013,MALLARD ALEXANDRE,2013_ST16,19,1,1,1,ALEXANDRE,MALLARD,m
2013,MALLATRAIT CLEMENCE,2013_ST18,9,1,1,1,CLEMENCE,MALLATRAIT,f
2013,MAMARBACHI ALEXANDRE,2013_AD4,12,1,1,1,ALEXANDRE,MAMARBACHI,m
2013,MANGENOT MICHEL,2013_ST56,6,1,4,4,MICHEL,MANGENOT,m
2013,MANTEROLA JEAN JACQUES,2013_ST9,14,1,1,1,JEAN JACQUES,MANTEROLA,m
2013,MARCHADOUR GUENOLE,2013_ST11,22,1,1,1,GUENOLE,MARCHADOUR,m
2013,MARCHAND CHRISTELE,2013_ST27,21,2,6,3,CHRISTELE,MARCHAND,f
2013,MARCHAND CHRISTELE,2013_MPP2,10,2,6,3,CHRISTELE,MARCHAND,f
2013,MARIJNEN ANNE,2013_ST14,17,2,2,1,ANNE,MARIJNEN,f
2013,MARIJNEN ANNE,2013_ST41,39,2,2,1,ANNE,MARIJNEN,f
2013,MARIN ANAIS,2013_ST48,12,1,1,1,ANAIS,MARIN,f
2013,MARIOT NICOLAS,2013_ST10,13,2,7,4,NICOLAS,MARIOT,m
2013,MARIOT NICOLAS,2013_ST42,25,2,7,4,NICOLAS,MARIOT,m
2013,MARREL GUILLAUME,2013_ST10,13,1,6,3,GUILLAUME,MARREL,m
2013,MARTEU ELISABETH,2013_ST46,13,1,2,2,ELISABETH,MARTEU,f
2013,MARTIGNY VINCENT,2013_ST26,19,1,3,3,VINCENT,MARTIGNY,m
2013,MARTIN BENOIT,2013_ST47,14,1,2,2,BENOIT,MARTIN,m
2013,MARTIN MEDERIC,2013_ST52,22,1,1,1,MEDERIC,MARTIN,m
2013,MARTINACHE IGOR,2013_ST30,23,3,4,2,IGOR,MARTINACHE,m
2013,MARTINACHE IGOR,2013_ST36,9,3,4,2,IGOR,MARTINACHE,m
2013,MARTINACHE IGOR,2013_ST42,25,3,4,2,IGOR,MARTINACHE,m
2013,MARTY THOMAS,2013_ST28,15,1,2,2,THOMAS,MARTY,m
2013,MASCLET CAMILLE,2013_ST35,13,1,1,1,CAMILLE,MASCLET,f
2013,MASSARDIER GILLES,2013_ST40,9,1,5,4,GILLES,MASSARDIER,m
2013,MATHIEU MARIE,2013_ST5,17,1,1,1,MARIE,MATHIEU,f
2013,MATONTI FREDERIQUE,2013_ST33,26,2,10,4,FREDERIQUE,MATONTI,f
2013,MATONTI FREDERIQUE,2013_ST58,11,2,10,4,FREDERIQUE,MATONTI,f
2013,MATTINA CESARE,2013_MPP2,10,1,2,2,CESARE,MATTINA,m
2013,MATZ KEVIN,2013_ST42,25,1,1,1,KEVIN,MATZ,m
2013,MAYER NONNA,2013_ST27,21,3,10,5,NONNA,MAYER,f
2013,MAYER NONNA,2013_ST41,39,3,10,5,NONNA,MAYER,f
2013,MAYER NONNA,2013_MTED1,24,3,10,5,NONNA,MAYER,f
2013,MAZEAUD ALICE,2013_ST42,25,1,6,4,ALICE,MAZEAUD,f
2013,MAZIERES ADRIEN,2013_ST6,19,1,2,2,ADRIEN,MAZIERES,m
2013,MAZOYER HAROLD,2013_ST2,16,2,3,2,HAROLD,MAZOYER,m
2013,MAZOYER HAROLD,2013_ST16,19,2,3,2,HAROLD,MAZOYER,m
2013,MAZZONE FANNY,2013_ST46,13,1,1,1,FANNY,MAZZONE,f
2013,MCCALL CATHIE,2013_ST9,14,1,1,1,CATHIE,MCCALL,f
2013,MCLEOD ALEX,2013_ST58,11,1,1,1,ALEX,MCLEOD,m
2013,MEIER PETRA,2013_ST31,14,2,2,1,PETRA,MEIER,f
2013,MEIER PETRA,2013_ST65,9,2,2,1,PETRA,MEIER,f
2013,MEIJER HUGO,2013_ST1,13,1,2,2,HUGO,MEIJER,m
2013,MENDILOW JONATHAN,2013_ST41,39,1,2,2,JONATHAN,MENDILOW,m
2013,MENEBOODE VICTOR,2013_ST24,27,1,1,1,VICTOR,MENEBOODE,m
2013,MERCENIER HEIDI,2013_ST6,19,1,2,2,HEIDI,MERCENIER,f
2013,MERRILL ROBERTO,2013_ST62,11,2,2,1,ROBERTO,MERRILL,m
2013,MERRILL ROBERTO,2013_ST63,13,2,2,1,ROBERTO,MERRILL,m
2013,MESGARZADEH SAMINA,2013_ST11,22,1,1,1,SAMINA,MESGARZADEH,f
2013,MESZAROS THOMAS,2013_ST51,17,1,5,4,THOMAS,MESZAROS,m
2013,METAIS JULIE,2013_ST30,23,1,1,1,JULIE,METAIS,f
2013,MEUNIER JULES MATHIEU,2013_ST8,12,1,1,1,MATHIEU,MEUNIER JULES,m
2013,MEUR ELISABETH,2013_AD4,12,1,1,1,ELISABETH,MEUR,f
2013,MEVELLEC ANNE,2013_ST14,17,1,5,4,ANNE,MEVELLEC,f
2013,MEYER ALIX,2013_ST1,13,1,1,1,ALIX,MEYER,m
2013,MIAZ JONATHAN,2013_ST5,17,2,2,1,JONATHAN,MIAZ,m
2013,MIAZ JONATHAN,2013_ST11,22,2,2,1,JONATHAN,MIAZ,m
2013,MICHON SEBASTIEN,2013_ST34,9,2,8,4,SEBASTIEN,MICHON,m
2013,MICHON SEBASTIEN,2013_ST36,9,2,8,4,SEBASTIEN,MICHON,m
2013,MIERZEJEWSKI STEPHAN,2013_ST30,23,1,1,1,STEPHAN,MIERZEJEWSKI,m
2013,MILANI CARLOS,2013_ST48,12,1,1,1,CARLOS,MILANI,m
2013,MILLAR JEFF,2013_ST14,17,1,1,1,JEFF,MILLAR,m
2013,MINK GEORGES,2013_ST43,17,1,2,2,GEORGES,MINK,m
2013,MINKENBERG MICHAEL,2013_ST27,21,1,1,1,MICHAEL,MINKENBERG,m
2013,MINONZIO JEROME,2013_ST15,10,1,2,2,JEROME,MINONZIO,m
2013,MOALIC MAELLE,2013_ST24,27,1,2,2,MAELLE,MOALIC,f
2013,MOLINA GERALDINE,2013_ST7,22,2,2,1,GERALDINE,MOLINA,f
2013,MOLINA GERALDINE,2013_ST13,9,2,2,1,GERALDINE,MOLINA,f
2013,MONCEAU NICOLAS,2013_ST23,18,1,2,2,NICOLAS,MONCEAU,m
2013,MONGAUX PIERRE,2013_ST24,27,1,1,1,PIERRE,MONGAUX,m
2013,MONS NATHALIE,2013_ST30,23,1,2,2,NATHALIE,MONS,f
2013,MONTAGUT AMANDINE,2013_ST66,11,1,1,1,AMANDINE,MONTAGUT,f
2013,MORABITO LEA,2013_ST37,18,1,2,2,LEA,MORABITO,f
2013,MORALES LAURA,2013_ST7,22,2,2,1,LAURA,MORALES,f
2013,MORALES LAURA,2013_ST23,18,2,2,1,LAURA,MORALES,f
2013,MORENA EDOUARD,2013_ST44,8,1,1,1,EDOUARD,MORENA,m
2013,MORNINGTON ALICIA DOROTHY,2013_ST63,13,1,1,1,DOROTHY,MORNINGTON ALICIA,f
2013,MORTENSEN PETER,2013_ST23,18,1,1,1,PETER,MORTENSEN,m
2013,MORVAN ALEXIA,2013_ST42,25,1,1,1,ALEXIA,MORVAN,f
2013,MOUNET JEAN PIERRE,2013_ST21,14,1,1,1,JEAN PIERRE,MOUNET,m
2013,MULLER CAROLINE,2013_ST33,26,1,1,1,CAROLINE,MULLER,f
2013,MULLER PIERRE,2013_ST6,19,3,9,4,PIERRE,MULLER,m
2013,MULLER PIERRE,2013_ST66,11,3,9,4,PIERRE,MULLER,m
2013,MULLER PIERRE,2013_AD2,2,3,9,4,PIERRE,MULLER,m
2013,MUSSELIN CHRISTINE,2013_ST4,16,1,2,2,CHRISTINE,MUSSELIN,f
2013,NDIAYE MARIEME,2013_ST6,19,1,4,4,MARIEME,NDIAYE,f
2013,NDOURE MARAME,2013_ST45,12,2,2,1,MARAME,NDOURE,f
2013,NDOURE MARAME,2013_ST50,16,2,2,1,MARAME,NDOURE,f
2013,NGOIE GERMAIN,2013_MPP1,6,1,1,1,GERMAIN,NGOIE,m
2013,NAGELS NORA,2013_ST46,13,1,1,1,NORA,NAGELS,f
2013,NAVEAU PASCALE,2013_ST51,17,1,1,1,PASCALE,NAVEAU,f
2013,NAY OLIVIER,2013_ST45,12,1,5,4,OLIVIER,NAY,m
2013,NAYRAL MELISSA,2013_ST46,13,1,1,1,MELISSA,NAYRAL,f
2013,NEGRIER EMMANUEL,2013_ST27,21,1,5,4,EMMANUEL,NEGRIER,m
2013,NICOLAS FREDERIC,2013_ST21,14,2,4,3,FREDERIC,NICOLAS,m
2013,NICOLAS FREDERIC,2013_ST24,27,2,4,3,FREDERIC,NICOLAS,m
2013,NOLLET JEREMIE,2013_ST24,27,2,8,4,JEREMIE,NOLLET,m
2013,NOLLET JEREMIE,2013_ST38,10,2,8,4,JEREMIE,NOLLET,m
2013,NONJON MAGALI,2013_ST42,25,2,6,4,MAGALI,NONJON,f
2013,NONJON MAGALI,2013_MPP2,10,2,6,4,MAGALI,NONJON,f
2013,NOUGUEZ ETIENNE,2013_ST16,19,1,2,2,ETIENNE,NOUGUEZ,m
2013,NUNES DA COSTA MARTA,2013_ST31,14,1,1,1,MARTA,NUNES DA COSTA,f
2013,NZABAMPEMA PAMELA,2013_ST54,8,1,1,1,PAMELA,NZABAMPEMA,f
2013,OMEARA DAN,2013_ST58,11,1,2,2,DAN,OMEARA,m
2013,OMIEL JULIEN,2013_ST29,13,2,5,4,JULIEN,OMIEL,m
2013,OMIEL JULIEN,2013_ST42,25,2,5,4,JULIEN,OMIEL,m
2013,OKBANI NADIA,2013_ST6,19,1,2,2,NADIA,OKBANI,f
2013,OESER ALEXANDRA,2013_ST30,23,2,5,3,ALEXANDRA,OESER,f
2013,OESER ALEXANDRA,2013_ST33,26,2,5,3,ALEXANDRA,OESER,f
2013,OLDER MALKA,2013_ST1,13,1,1,1,MALKA,OLDER,f
2013,OLIVIER LAURENT,2013_ST31,14,1,4,3,LAURENT,OLIVIER,m
2013,OLLION ETIENNE,2013_ST50,16,2,7,4,ETIENNE,OLLION,m
2013,OLLION ETIENNE,2013_MPP5,3,2,7,4,ETIENNE,OLLION,m
2013,OLLIVIER FLORENCE,2013_ST59,7,1,1,1,FLORENCE,OLLIVIER,f
2013,OLSSON CHRISTIAN,2013_ST51,17,1,2,2,CHRISTIAN,OLSSON,m
2013,ORR GRAEME,2013_ST41,39,1,1,1,GRAEME,ORR,m
2013,ORSINI AMANDINE,2013_ST45,12,1,1,1,AMANDINE,ORSINI,f
2013,OSKIAN GIULIA,2013_ST64,13,1,1,1,GIULIA,OSKIAN,f
2013,OSTOJIC MLADEN,2013_ST43,17,1,1,1,MLADEN,OSTOJIC,m
2013,OZDAMAR OZNUR,2013_ST41,39,1,1,1,OZNUR,OZDAMAR,f
